LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
AT1G53310,AT1G32360,AT2G28320,AT1G12580,AT1G29980,AT1G29180
AT1G53390,AT1G32550,AT2G28760,AT1G12640,AT1G30120,AT1G29330
AT1G53540,AT1G32700,AT2G29630,AT1G12730,AT1G30130,AT1G29340
AT1G53590,AT1G32900,AT2G29650,AT1G12740,AT1G30230,AT1G29370
AT1G53760,AT1G33110,AT2G29680,AT1G12770,AT1G30380,AT1G29390
AT1G53800,AT1G33260,AT2G30070,AT1G12780,AT1G30400,AT1G29470
AT1G53830,AT1G33560,AT2G30140,AT1G12800,AT1G30440,AT1G29630
AT1G53840,AT1G33760,AT2G30380,AT1G12840,AT1G30510,AT1G29730
AT1G54130,AT1G33970,AT2G30390,AT1G12850,AT1G30820,AT1G29850
AT1G54160,AT1G34120,AT2G30520,AT1G12900,AT1G30930,AT1G29910
AT1G54170,AT1G34190,AT2G30570,AT1G12920,AT1G31070,AT1G30040
AT1G54410,AT1G34200,AT2G30860,AT1G12930,AT1G31330,AT1G30130
AT1G54820,AT1G34210,AT2G31380,AT1G12940,AT1G31350,AT1G30210
AT1G54850,AT1G34340,AT2G31870,AT1G12970,AT1G31540,AT1G30230
AT1G55450,AT1G34460,AT2G32090,AT1G13020,AT1G31550,AT1G30320
AT1G55490,AT1G34760,AT2G32390,AT1G13040,AT1G31600,AT1G30330
AT1G55500,AT1G35350,AT2G32520,AT1G13080,AT1G31730,AT1G30360
AT1G55530,AT1G35670,AT2G32540,AT1G13160,AT1G31800,AT1G30380
AT1G55690,AT1G35720,AT2G32740,AT1G13170,AT1G31850,AT1G30490
AT1G55810,AT1G36730,AT2G32870,AT1G13180,AT1G31920,AT1G30520
AT1G55850,AT1G36980,AT2G32880,AT1G13195,AT1G31970,AT1G30840
AT1G55860,AT1G37130,AT2G32960,AT1G13200,AT1G32090,AT1G30970
AT1G55870,AT1G42470,AT2G33380,AT1G13210,AT1G32220,AT1G31160
AT1G56170,AT1G43000,AT2G33860,AT1G13250,AT1G32490,AT1G31330
AT1G56190,AT1G43560,AT2G34190,AT1G13260,AT1G32860,AT1G31420
AT1G56300,AT1G43620,AT2G34410,AT1G13270,AT1G32900,AT1G31440
AT1G56310,AT1G43670,AT2G34420,AT1G13320,AT1G32980,AT1G31730
AT1G56450,AT1G43710,AT2G34510,AT1G13330,AT1G32990,AT1G31770
AT1G56720,AT1G44120,AT2G34560,AT1G13380,AT1G33040,AT1G31812
AT1G57777,AT1G44170,AT2G34660,AT1G13440,AT1G33110,AT1G31850
AT1G57870,AT1G44350,AT2G34720,At1g13450,AT1G33260,AT1G31920
AT1G58100,AT1G44446,AT2G36060,AT1G13570,AT1G33265,AT1G32080
AT1G58200,AT1G44790,AT2G36250,AT1G13640,AT1G33470,AT1G32090
AT1G58320,AT1G44800,AT2G36350,AT1G13690,AT1G33560,AT1G32200
At1g59171,AT1G45145,AT2G36580,AT1G13730,AT1G33811,AT1G32220
AT1G59680,AT1G45249,AT2G37090,AT1G13830,AT1G33910,AT1G32340
AT1G59710,AT1G45616,AT2G37120,AT1G13880,AT1G33970,AT1G32360
AT1G59760,AT1G47330,AT2G37250,AT1G13920,AT1G34130,AT1G32410
AT1G59870,AT1G47510,AT2G37620,AT1G13940,AT1G34150,AT1G32530
AT1G60000,AT1G47530,AT2G37950,AT1G13960,AT1G34210,AT1G32860
AT1G60430,AT1G47570,AT2G38025,AT1G14000,AT1G34220,AT1G32870
AT1G60530,AT1G47710,AT2G38290,AT1G14010,AT1G34260,AT1G32900
AT1G60600,AT1G47786,AT2G38460,AT1G14130,AT1G34340,AT1G32940
AT1G60620,AT1G47900,AT2G38670,AT1G14150,AT1G34420,AT1G32990
AT1G60650,AT1G48030,AT2G38800,AT1G14190,AT1G34430,AT1G33110
AT1G60730,AT1G48130,AT2G39830,AT1G14200,AT1G34790,AT1G33170
AT1G60800,AT1G48175,AT2G39930,AT1G14205,AT1G35710,AT1G33250
AT1G60890,AT1G48310,AT2G40080,AT1G14250,AT1G36095,AT1G33265
AT1G60990,AT1G48410,AT2G40480,AT1G14270,AT1G36980,AT1G33340
AT1G61215,AT1G48430,AT2G40490,AT1G14310,AT1G37130,AT1G33590
AT1G61520,AT1G48550,AT2G40540,AT1G14400,AT1G41830,AT1G33600
AT1G61740,AT1G48600,AT2G40720,AT1G14440,AT1G42440,AT1G33612
AT1G61770,AT1G48840,AT2G40840,AT1G14570,AT1G42680,AT1G34355
AT1G62020,AT1G48930,AT2G40880,AT1G14580,AT1G42970,AT1G35170
AT1G62430,AT1G48950,AT2G41250,AT1G14610,AT1G43090,AT1G35560
AT1G62570,AT1G48960,AT2G41473,AT1G14685,AT1G43130,AT1G35670
AT1G62610,AT1G49480,AT2G41530,AT1G14690,AT1G43670,AT1G35830
AT1G62886,AT1G49600,AT2G42330,AT1G14700,AT1G44170,AT1G36050
AT1G63340,AT1G49670,AT2G42500,AT1G14720,AT1G44446,AT1G36095
AT1G63390,AT1G49750,AT2G42590,AT1G14740,AT1G44575,AT1G36370
AT1G63430,AT1G49840,AT2G42620,AT1G14810,AT1G47210,AT1G36980
AT1G63480,AT1G49920,AT2G43080,AT1G14820,AT1G47240,AT1G37130
AT1G63700,AT1G49950,AT2G43330,AT1G14830,AT1G47270,AT1G41830
AT1G63800,AT1G50430,AT2G43350,AT1G14860,AT1G47530,AT1G42970
AT1G63940,AT1G50440,AT2G43550,AT1G14870,AT1G47740,AT1G42990
AT1G63970,AT1G50750,AT2G45340,AT1G14910,AT1G47870,AT1G43620
AT1G63980,AT1G51110,AT2G45540,AT1G14980,AT1G47890,AT1G44110
AT1G64040,AT1G51220,AT2G46220,AT1G15050,AT1G48030,AT1G44350
AT1G64150,AT1G51350,AT2G46240,AT1G15100,AT1G48090,AT1G44446
AT1G64310,AT1G51390,AT2G46450,AT1G15110,AT1G48210,AT1G44575
AT1G64500,AT1G51610,AT2G46890,AT1G15130,AT1G48230,AT1G44900
AT1G64530,AT1G51660,AT2G47050,AT1G15180,AT1G48310,AT1G45000
AT1G64550,AT1G51700,AT2G47490,AT1G15200,AT1G48320,AT1G45190
AT1G64620,AT1G51760,AT2G47680,AT1G15220,AT1G48350,AT1G45249
AT1G64740,AT1G51800,AT2G47750,AT1G15270,AT1G48550,AT1G46264
AT1G64760,AT1G51980,AT2G47800,AT1G15290,AT1G48570,AT1G47240
AT1G64860,AT1G52030,AT2G47850,AT1G15310,AT1G48605,AT1G47260
AT1G64890,AT1G52190,AT2G47870,AT1G15480,AT1G48650,AT1G47270
AT1G64930,AT1G52230,AT2G48020,AT1G15510,AT1G48910,AT1G47530
AT1G65040,AT1G52280,AT3G01290,AT1G15550,AT1G48950,AT1G47710
AT1G65480,AT1G52510,AT3G01400,AT1G15690,AT1G48990,AT1G47740
AT1G65590,AT1G52600,AT3G01820,AT1G15820,AT1G49130,AT1G48100
AT1G65820,AT1G53025,AT3G01890,AT1G15880,AT1G49160,AT1G48110
AT1G65930,AT1G53040,AT3G01990,AT1G15890,AT1G49380,AT1G48120
AT1G66150,AT1G53190,AT3G02030,AT1G15920,AT1G49600,AT1G48310
AT1G66240,AT1G53230,AT3G02140,AT1G15930,AT1G49950,AT1G48370
AT1G66270,AT1G53280,AT3G02150,AT1G15950,AT1G50010,AT1G48430
AT1G66345,AT1G53300,AT3G02300,AT1G15960,AT1G50030,AT1G48490
AT1G66410,AT1G53310,AT3G03050,AT1G16070,AT1G50300,AT1G48550
AT1G66660,AT1G53670,AT3G03100,AT1G16120,AT1G50430,AT1G48600
AT1G66760,AT1G53750,AT3G03770,AT1G16210,AT1G50480,AT1G48620
AT1G66910,AT1G53800,AT3G04500,AT1G16260,AT1G50500,AT1G48650
AT1G66980,AT1G53840,AT3G04670,AT1G16300,AT1G50740,AT1G48760
AT1G67140,AT1G54030,AT3G05050,AT1G16340,AT1G50920,AT1G48790
AT1G67190,AT1G54130,AT3G05220,AT1G16380,AT1G51110,AT1G48830
AT1G67300,AT1G54140,AT3G05540,AT1G16400,AT1G51230,AT1G48920
AT1G67400,AT1G54220,AT3G05840,AT1G16540,AT1G51330,AT1G48950
AT1G67490,AT1G54350,AT3G05880,AT1G16560,AT1G51360,AT1G48960
AT1G67510,AT1G54410,AT3G06050,AT1G16570,AT1G51390,AT1G49240
AT1G67660,AT1G54610,AT3G06290,AT1G16590,AT1G51620,AT1G49320
AT1G67760,AT1G54780,AT3G06340,AT1G16720,AT1G51730,AT1G49390
AT1G67800,AT1G54820,AT3G06410,AT1G16750,AT1G51940,AT1G49600
AT1G67970,AT1G54830,AT3G06760,AT1G16920,AT1G52050,AT1G49720
AT1G68140,AT1G54870,AT3G06770,AT1G16940,AT1G52110,AT1G49750
AT1G68190,AT1G55140,AT3G07320,AT1G17120,AT1G52230,AT1G49952
AT1G68340,AT1G55150,AT3G07670,AT1G17160,AT1G52320,AT1G50010
AT1G68460,AT1G55290,AT3G07830,AT1G17190,AT1G52340,AT1G50030
AT1G68540,AT1G55450,AT3G07940,AT1G17200,AT1G52510,AT1G50180
AT1G68560,AT1G55490,AT3G08510,AT1G17210,AT1G52670,AT1G50200
AT1G68820,AT1G55500,AT3G08700,AT1G17220,AT1G52740,AT1G50240
AT1G68840,AT1G55590,AT3G08970,AT1G17260,AT1G52890,AT1G50480
AT1G69260,AT1G55670,AT3G09360,AT1G17290,AT1G52980,AT1G50570
AT1G69270,AT1G55690,AT3G09540,AT1G17450,AT1G53120,AT1G50700
AT1G69350,AT1G55730,AT3G09690,AT1G17470,AT1G53250,AT1G51110
AT1G69490,AT1G55840,AT3G09700,AT1G17530,AT1G53280,AT1G51130
AT1G69570,AT1G55850,AT3G09760,AT1G17580,AT1G53310,AT1G51200
AT1G69650,AT1G55860,AT3G09810,AT1G17680,AT1G53410,AT1G51330
AT1G69730,AT1G55950,AT3G10190,AT1G17690,AT1G53670,AT1G51390
AT1G69830,AT1G56190,AT3G10230,AT1G17730,AT1G53720,AT1G51510
AT1G69870,AT1G56310,AT3G10250,AT1G17760,AT1G53750,AT1G51610
AT1G70210,AT1G56450,AT3G10260,AT1G17840,AT1G53780,AT1G51680
AT1G70260,AT1G56500,AT3G10380,AT1G17860,AT1G53885,AT1G51730
AT1G70290,AT1G56510,AT3G10990,AT1G17920,AT1G53910,AT1G51940
AT1G70560,AT1G57600,AT3G11670,AT1G17970,AT1G54220,AT1G52230
AT1G70590,AT1G57610,AT3G11900,AT1G17980,AT1G54340,AT1G52240
AT1G70650,AT1G57660,AT3G12120,AT1G18210,AT1G54410,AT1G52320
AT1G70700,AT1G57700,AT3G12260,AT1G18265,AT1G54780,AT1G52340
AT1G70820,AT1G57720,AT3G12490,AT1G18335,AT1G54820,AT1G52590
AT1G70890,AT1G57750,AT3G12610,AT1G18340,AT1G55000,AT1G52710
AT1G71220,AT1G58080,AT3G12640,AT1G18360,AT1G55140,AT1G52740
AT1G71240,AT1G58160,AT3G12740,AT1G18390,AT1G55265,AT1G52760
AT1G71340,AT1G58290,AT3G12800,AT1G18420,AT1G55850,AT1G52790
AT1G71370,AT1G58340,AT3G12965,AT1G18460,AT1G55880,AT1G52800
AT1G71440,AT1G58360,AT3G13080,AT1G18470,AT1G55915,AT1G52870
AT1G71695,AT1G58602,AT3G13277,AT1G18480,AT1G56000,AT1G52880
AT1G71750,AT1G58807,AT3G13740,AT1G18560,AT1G56050,AT1G52890
AT1G71960,AT1G59218,AT3G13870,AT1G18580,AT1G56190,AT1G53190
AT1G72060,AT1G59710,AT3G14000,AT1G18610,AT1G56220,AT1G53210
AT1G72190,AT1G59970,AT3G14310,AT1G18650,AT1G56300,AT1G53230
AT1G72330,AT1G60000,AT3G14840,AT1G18660,AT1G56460,AT1G53250
AT1G72416,AT1G60070,AT3G14940,AT1G18680,AT1G57460,AT1G53280
AT1G72430,AT1G60800,AT3G15020,AT1G18700,AT1G57720,AT1G53670
AT1G72500,AT1G60860,AT3G15030,AT1G18720,AT1G57770,AT1G53680
AT1G72560,AT1G60890,AT3G15352,AT1G18760,AT1G58030,AT1G53750
AT1G72630,AT1G60900,AT3G15356,AT1G18840,AT1G58037,AT1G53780
AT1G72740,AT1G60990,AT3G15360,AT1G19100,AT1G58290,AT1G53885
AT1G72820,AT1G61065,AT3G15580,AT1G19130,AT1G58340,AT1G53910
AT1G72880,AT1G61070,AT3G15730,AT1G19150,AT1G58520,AT1G54080
AT1G73060,AT1G61150,AT3G16310,AT1G19160,AT1G58602,AT1G54220
AT1G73480,AT1G61360,AT3G16360,AT1G19270,AT1G59760,AT1G54410
AT1G73600,AT1G61370,AT3G16570,AT1G19310,AT1G59850,AT1G54440
AT1G73655,AT1G61500,AT3G16630,AT1G19450,AT1G59870,AT1G54730
AT1G73660,AT1G61520,AT3G16785,AT1G19485,AT1G60140,AT1G55000
AT1G73680,AT1G61590,AT3G16857,AT1G19490,AT1G60190,AT1G55020
AT1G73760,AT1G61600,AT3G16950,AT1G19540,AT1G60430,AT1G55140
AT1G73980,AT1G61730,AT3G16970,AT1G19570,At1g60510,AT1G55150
AT1G74060,AT1G61780,AT3G17000,AT1G19600,AT1G60550,AT1G55320
AT1G74390,AT1G61860,AT3G17380,AT1G19650,AT1G60800,AT1G55380
AT1G74470,AT1G61890,AT3G17609,AT1G19660,AT1G60815,AT1G55490
AT1G74710,AT1G61950,AT3G18030,AT1G19670,AT1G61060,AT1G55500
AT1G74750,AT1G61980,AT3G18080,AT1G19680,AT1G61215,AT1G55530
AT1G74940,AT1G62040,AT3G18260,AT1G19715,AT1G61370,AT1G55610
AT1G74960,AT1G62300,AT3G18290,AT1G19720,AT1G61520,AT1G55650
AT1G75010,AT1G62430,AT3G18580,AT1G19770,AT1G61770,AT1G55670
AT1G75270,AT1G62610,AT3G18970,AT1G19800,AT1G61780,AT1G55760
AT1G75370,AT1G62660,AT3G19230,AT1G19850,AT1G61790,AT1G55880
AT1G75380,AT1G62960,AT3G19490,AT1G19860,AT1G62360,AT1G56070
AT1G75400,AT1G63430,AT3G19620,AT1G19870,AT1G62430,AT1G56280
AT1G75660,AT1G63470,AT3G19630,AT1G19880,AT1G62590,AT1G56330
AT1G75760,AT1G63480,AT3G20040,AT1G19970,AT1G62660,AT1G56590
AT1G75820,AT1G63500,AT3G20240,AT1G20010,AT1G62850,AT1G56710
AT1G75880,AT1G63940,AT3G20800,AT1G20020,AT1G62960,AT1G57690
AT1G76050,AT1G63980,AT3G21150,AT1G20030,AT1G63110,AT1G57770
AT1G76080,AT1G64030,AT3G21460,AT1G20050,AT1G63120,AT1G57850
AT1G76100,AT1G64040,AT3G21630,AT1G20132,AT1G63390,AT1G58030
AT1G76110,AT1G64150,AT3G21650,AT1G20160,AT1G63420,AT1G58290
AT1G76140,AT1G64500,AT3G22410,AT1G20260,AT1G63480,AT1G58602
AT1G76160,AT1G64520,AT3G23230,AT1G20340,AT1G63690,AT1G59630
AT1G76170,AT1G64530,AT3G24170,AT1G20380,AT1G63770,AT1G59850
AT1G76240,AT1G64540,AT3G24180,AT1G20440,AT1G63830,AT1G59870
AT1G76580,AT1G64550,AT3G24270,AT1G20450,AT1G63940,AT1G60190
AT1G76590,AT1G64650,AT3G24360,AT1G20510,AT1G63970,AT1G60200
AT1G76790,AT1G64740,AT3G24870,AT1G20530,AT1G63980,AT1G60470
AT1G76950,AT1G64860,AT3G25013,AT1G20580,AT1G64040,AT1G60590
AT1G76990,AT1G65390,AT3G25140,AT1G20620,AT1G64150,AT1G60740
AT1G77030,AT1G65410,AT3G25150,AT1G20630,AT1G64190,AT1G60770
AT1G77138,AT1G65420,AT3G25585,AT1G20680,AT1G64200,AT1G60860
AT1G77300,AT1G65570,AT3G25800,AT1G20820,AT1G64470,AT1G60940
AT1G77450,AT1G65590,AT3G26330,AT1G20840,AT1G64500,AT1G60950
AT1G77470,AT1G65700,AT3G26700,AT1G20880,AT1G64530,AT1G60960
AT1G77600,AT1G65730,AT3G26740,AT1G20910,AT1G64550,AT1G61215
AT1G77680,AT1G65800,AT3G26980,AT1G20920,AT1G64650,AT1G61240
AT1G77770,AT1G65820,AT3G27010,AT1G21000,AT1G64740,AT1G61250
AT1G78010,AT1G65840,AT3G27200,AT1G21065,AT1G64840,AT1G61280
AT1G78210,AT1G65870,AT3G27690,AT1G21120,AT1G64860,AT1G61520
AT1G78230,AT1G65930,AT3G28960,AT1G21130,AT1G65350,AT1G61610
AT1G78380,AT1G65960,AT3G29090,AT1G21150,AT1G65580,AT1G61730
AT1G78390,AT1G66050,AT3G29240,AT1G21160,AT1G65590,AT1G61740
AT1G78600,AT1G66090,AT3G29320,AT1G21270,AT1G65820,AT1G61820
AT1G78620,AT1G66130,AT3G29670,AT1G21350,AT1G65850,AT1G61850
AT1G78680,AT1G66150,AT3G29690,AT1G21360,AT1G65930,AT1G62340
AT1G78900,AT1G66160,AT3G43300,AT1G21380,AT1G65960,AT1G62410
AT1G78990,AT1G66340,AT3G44800,AT1G21410,AT1G66130,AT1G62430
AT1G79010,AT1G66580,AT3G45100,AT1G21660,AT1G66150,AT1G62700
AT1G79270,AT1G66670,AT3G45600,AT1G21680,AT1G66240,AT1G62710
AT1G79410,AT1G66680,AT3G45850,AT1G21700,AT1G66350,AT1G62750
AT1G79440,AT1G66740,AT3G45870,AT1G21710,AT1G66410,AT1G62850
AT1G79500,AT1G66880,AT3G46440,AT1G21730,AT1G66760,AT1G62886
AT1G79750,AT1G66910,AT3G46970,AT1G21750,AT1G66970,AT1G62960
AT1G80230,AT1G66970,AT3G47360,AT1G21780,AT1G67070,AT1G63010
AT1G80280,AT1G66980,AT3G47470,AT1G21880,AT1G67090,AT1G63020
AT1G80310,AT1G67300,AT3G47570,AT1G21980,AT1G67280,AT1G63100
AT1G80340,AT1G67325,AT3G48140,AT1G22040,AT1G67500,AT1G63110
AT1G80410,AT1G67370,AT3G48580,AT1G22070,AT1G67510,AT1G63180
AT1G80480,AT1G67660,AT3G48780,AT1G22180,AT1G67580,AT1G63420
AT1G80530,AT1G67800,AT3G48790,AT1G22300,AT1G67630,AT1G63430
AT1G80780,AT1G67930,AT3G48890,AT1G22330,AT1G68060,AT1G63480
AT1G80950,AT1G67950,AT3G49020,AT1G22360,AT1G68100,AT1G63770
AT2G01290,AT1G68190,AT3G49260,AT1G22370,AT1G68110,AT1G63830
AT2G01350,AT1G68470,AT3G49470,AT1G22403,AT1G68420,AT1G63855
AT2G01720,AT1G68560,AT3G49680,AT1G22410,AT1G68520,AT1G63980
AT2G01820,AT1G68640,AT3G49780,AT1G22540,AT1G68570,AT1G64190
AT2G01830,AT1G68890,AT3G50440,AT1G22570,AT1G68660,AT1G64220
AT2G01890,AT1G68940,AT3G50500,AT1G22620,AT1G69030,AT1G64230
AT2G01970,AT1G69170,AT3G50920,AT1G22690,AT1G69100,AT1G64440
AT2G02070,AT1G69260,AT3G50970,AT1G22700,AT1G69220,AT1G64470
AT2G02080,AT1G69295,AT3G51000,AT1G22730,AT1G69252,AT1G64500
AT2G02090,AT1G69390,AT3G51220,AT1G22740,AT1G69260,AT1G64520
AT2G02470,AT1G69480,AT3G51660,AT1G22750,AT1G69295,AT1G64550
AT2G02560,AT1G69490,AT3G51840,AT1G22850,AT1G69390,AT1G64740
AT2G02970,AT1G69523,AT3G51920,AT1G22930,AT1G69480,AT1G64760
AT2G03170,AT1G69750,AT3G52430,AT1G22940,AT1G69523,AT1G64790
AT2G03410,AT1G69790,AT3G52490,AT1G23010,AT1G69526,AT1G64860
AT2G03520,AT1G69810,AT3G52525,AT1G23080,AT1G69730,AT1G64880
AT2G03730,AT1G69830,AT3G52720,AT1G23090,AT1G69830,AT1G64890
AT2G03890,AT1G69870,AT3G52800,AT1G23160,AT1G69850,AT1G65280
AT2G04031,AT1G69930,AT3G52880,AT1G23200,AT1G69890,AT1G65390
AT2G04240,AT1G70070,AT3G52900,AT1G23280,AT1G69940,AT1G65430
AT2G04350,AT1G70220,AT3G53830,AT1G23310,AT1G70250,AT1G65590
AT2G04700,AT1G70290,AT3G54140,AT1G23360,AT1G70330,AT1G65820
AT2G04842,AT1G70410,AT3G54400,AT1G23390,AT1G70340,AT1G65930
AT2G05070,AT1G70480,AT3G54460,AT1G23400,AT1G70610,AT1G65980
AT2G05100,AT1G70610,AT3G54490,AT1G23710,AT1G70700,AT1G65985
AT2G05380,AT1G70760,AT3G54660,AT1G23720,AT1G70760,AT1G65990
AT2G05630,AT1G70820,AT3G54890,AT1G23740,AT1G70820,AT1G66040
AT2G05840,AT1G70830,AT3G54900,AT1G23820,AT1G70880,AT1G66130
AT2G06541,AT1G70980,AT3G55430,AT1G24000,AT1G70940,AT1G66270
AT2G07050,AT1G71020,AT3G55480,AT1G24020,AT1G70950,AT1G66340
AT2G07793,AT1G71040,AT3G55500,AT1G24120,AT1G70960,AT1G66460
AT2G12480,AT1G71070,AT3G55520,AT1G24170,AT1G71040,AT1G66650
AT2G13560,AT1G71220,AT3G55630,AT1G24180,AT1G71100,AT1G66670
AT2G14260,AT1G71240,AT3G55950,AT1G24240,AT1G71120,AT1G66730
AT2G14878,AT1G71270,AT3G56090,AT1G24260,AT1G71140,AT1G66880
AT2G15620,AT1G71340,AT3G56370,AT1G24290,AT1G71220,AT1G67120
AT2G15970,AT1G71695,AT3G56400,AT1G24330,AT1G71330,AT1G67280
AT2G16600,AT1G71710,AT3G56470,AT1G24340,AT1G71340,AT1G67470
AT2G16640,AT1G71810,AT3G56690,AT1G24350,AT1G71350,AT1G67480
AT2G16660,AT1G72010,AT3G56740,AT1G24360,AT1G71380,AT1G67500
AT2G17120,AT1G72180,AT3G56850,AT1G24625,AT1G71440,AT1G67600
AT2G17150,AT1G72190,AT3G57040,AT1G24793,AT1G71480,AT1G67690
AT2G17280,AT1G72280,AT3G57080,AT1G25054,AT1G71530,AT1G67720
AT2G17360,AT1G72340,AT3G57330,AT1G25141,AT1G71695,AT1G67750
AT2G17650,AT1G72416,AT3G57410,AT1G25210,AT1G71950,AT1G67850
AT2G17700,AT1G72430,AT3G57520,AT1G25240,AT1G71990,AT1G67856
AT2G17720,AT1G72480,AT3G57550,AT1G25260,AT1G72050,AT1G67900
AT2G17740,AT1G72520,AT3G57880,AT1G25280,AT1G72130,AT1G67970
AT2G17790,AT1G72710,AT3G58490,AT1G25320,AT1G72150,AT1G68060
AT2G17840,AT1G72820,AT3G59100,AT1G25390,AT1G72160,AT1G68130
AT2G18170,AT1G72880,AT3G59765,AT1G25420,AT1G72170,AT1G68140
AT2G18245,AT1G73066,AT3G60600,AT1G25500,AT1G72175,AT1G68220
At2g18440,AT1G73290,AT3G60820,AT1G26110,AT1G72180,AT1G68230
AT2G18940,AT1G73480,AT3G61200,AT1G26130,AT1G72190,AT1G68520
AT2G18950,AT1G73570,AT3G61210,AT1G26160,AT1G72450,AT1G68540
AT2G18960,AT1G73655,AT3G61310,AT1G26220,AT1G72630,AT1G68620
AT2G19170,AT1G73660,AT3G61440,AT1G26230,AT1G72710,AT1G68690
AT2G19470,AT1G73670,AT3G61630,AT1G26270,AT1G72760,AT1G68740
AT2G19480,AT1G73760,AT3G61750,AT1G26450,AT1G72850,AT1G68780
AT2G19570,AT1G73920,AT3G62370,AT1G26550,AT1G72860,AT1G68880
AT2G19810,AT1G74260,AT3G62800,AT1G26560,AT1G72940,AT1G68980
AT2G19830,AT1G74270,AT3G62980,AT1G26570,AT1G72970,AT1G69040
AT2G19860,AT1G74390,AT4G00150,AT1G26630,AT1G73100,AT1G69080
AT2G20000,AT1G74470,AT4G00240,AT1G26665,AT1G73180,AT1G69220
AT2G20260,AT1G74480,AT4G00300,AT1G26670,AT1G73250,AT1G69252
AT2G20280,AT1G74670,AT4G00520,AT1G26940,AT1G73390,AT1G69260
AT2G20580,AT1G74690,AT4G00720,AT1G27045,AT1G73480,AT1G69270
AT2G20690,AT1G74710,AT4G00880,AT1G27060,AT1G73650,AT1G69410
AT2G20850,AT1G74780,AT4G00900,AT1G27100,AT1G73655,AT1G69526
AT2G20900,AT1G74830,AT4G01330,AT1G27120,AT1G73660,AT1G69530
AT2G21120,AT1G74850,AT4G01480,AT1G27170,AT1G73670,AT1G69550
AT2G21130,AT1G74910,AT4G01610,AT1G27200,AT1G73760,AT1G69610
AT2G21150,AT1G74940,AT4G02580,AT1G27330,AT1G73920,AT1G69640
AT2G21250,AT1G74950,AT4G03340,AT1G27350,AT1G73980,AT1G69730
AT2G21300,AT1G74960,AT4G03510,AT1G27385,AT1G74100,AT1G69820
AT2G21320,AT1G75000,AT4G04460,AT1G27400,AT1G74250,AT1G69830
AT2G21370,AT1G75010,AT4G04800,AT1G27440,AT1G74390,AT1G70060
AT2G21380,AT1G75080,AT4G04955,AT1G27450,AT1G74470,AT1G70070
AT2G21530,AT1G75090,AT4G05020,AT1G27460,AT1G74520,AT1G70180
AT2G21620,AT1G75270,AT4G08250,AT1G27480,AT1G74710,AT1G70280
AT2G21660,AT1G75380,AT4G08460,AT1G27520,AT1G74730,AT1G70330
AT2G21880,AT1G75440,AT4G08920,AT1G27600,AT1G74780,AT1G70370
AT2G22200,AT1G75490,AT4G09020,AT1G27650,AT1G74890,AT1G70490
AT2G22430,AT1G75750,AT4G09870,AT1G27680,AT1G74920,AT1G70560
AT2G22490,AT1G75850,AT4G10050,AT1G27760,AT1G74960,AT1G70580
AT2G22650,AT1G75950,AT4G10340,AT1G27900,AT1G75030,AT1G70610
AT2G22740,AT1G75960,AT4G10610,AT1G27910,AT1G75130,AT1G70650
AT2G22780,AT1G76010,AT4G10890,AT1G27920,AT1G75330,AT1G70740
AT2G22830,AT1G76050,AT4G11600,AT1G27930,AT1G75350,AT1G70760
AT2G22990,AT1G76065,AT4G12000,AT1G28010,AT1G75380,AT1G70820
AT2G23320,AT1G76140,AT4G12390,AT1G28050,AT1G75410,AT1G70830
AT2G23340,AT1G76380,AT4G12410,AT1G28060,AT1G75510,AT1G70940
AT2G23470,AT1G76810,AT4G12460,AT1G28140,AT1G75660,AT1G70950
AT2G23680,AT1G76900,AT4G12790,AT1G28200,AT1G75680,AT1G71160
AT2G23760,AT1G76950,AT4G12800,AT1G28260,AT1G75800,AT1G71220
AT2G23770,AT1G76970,AT4G12900,AT1G28330,AT1G76010,AT1G71260
AT2G23840,AT1G76990,AT4G13010,AT1G28340,AT1G76030,AT1G71270
AT2G23910,AT1G77060,AT4G13050,AT1G28350,AT1G76100,AT1G71340
AT2G24090,AT1G77170,AT4G13100,AT1G28510,AT1G76110,AT1G71460
AT2G24330,AT1G77200,AT4G13180,AT1G28580,AT1G76160,AT1G71480
AT2G24540,AT1G77350,AT4G13250,AT1G28960,AT1G76360,AT1G71500
AT2G25080,AT1G77450,AT4G13730,AT1G29040,AT1G76400,AT1G71800
AT2G25100,AT1G77460,AT4G13800,AT1G29070,AT1G76460,AT1G71850
AT2G25430,AT1G77490,AT4G14160,AT1G29150,AT1G76490,AT1G71880
AT2G25480,AT1G77510,AT4G14230,AT1G29240,AT1G76580,AT1G71960
AT2G25520,AT1G77610,AT4G14300,AT1G29330,AT1G77000,AT1G72030
AT2G25840,AT1G77740,AT4G14580,AT1G29340,AT1G77160,AT1G72050
AT2G25870,AT1G77750,AT4G14700,AT1G29350,AT1G77180,AT1G72250
AT2G26240,AT1G77760,AT4G14740,AT1G29370,AT1G77260,AT1G72300
AT2G26250,AT1G77880,AT4G15010,AT1G29390,AT1G77290,AT1G72416
AT2G26440,AT1G78010,AT4G16110,AT1G29395,AT1G77440,AT1G72500
AT2G26470,AT1G78020,AT4G16280,AT1G29400,AT1G77450,AT1G73040
AT2G26530,AT1G78230,AT4G16340,AT1G29420,AT1G77470,AT1G73170
AT2G26540,AT1G78260,AT4G16350,AT1G29440,AT1G77610,AT1G73180
